,income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,credit_use_ic,gluten_ic,lactose_ic,insurance_ic,spa_ic,empl_ic,cab_requests,married_cd,bar_no,sport_ic,neighbor_income,age,marketing_permit,urban_ic,dining_ic,presidential,prev_stay,prev_all_in_stay,divorce,fam_adult_size,children_no,tenure_mts,company_ic,claims_no,claims_am,nights_booked,shop_am,shop_use,retired,gold_status,score_pos,score_neg,missing_score_pos,missing_score_neg,gender_M,gender_V,client_segment_0.0,client_segment_1.0,client_segment_2.0,client_segment_3.0,client_segment_4.0,client_segment_5.0,sect_empl_0.0,sect_empl_1.0,sect_empl_2.0,sect_empl_4.0,sect_empl_6.0,sect_empl_3.0,outcome_profit
95,-0.9095721010723958,-1.142158201533439,-0.6492257103804713,-0.4090329055057807,-0.4522855472547795,0.8391303743319072,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.6261654403672359,1.0,-1.2800392329889014,0.0,0.0,0.13264938322257935,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.04475227785703656,-0.4994353526443309,0.69942702593418,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,2.0568197434985658,1.8258574665288043,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.5162761113281755
442,-0.9164137535713724,-1.142158201533439,-0.6873249624447525,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,0.947524195260545,1.0,1.0017952811895592,0.0,0.0,-0.977041965723167,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.04475227785703656,-0.4994353526443309,-0.565737313355073,0.0,-0.35249814411961783,-0.19291022174170488,-0.9481909083451984,-0.4098750849311718,0.0,0.0,0.0,-1.3217128223524175,-2.061297539812119,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.1858525439137155
386,-0.9164137535713724,0.9912582269586218,-0.6864064260265839,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,-0.01655206941938245,1.0,-0.7373172424562897,0.0,0.0,0.19429890260845414,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,1.405121707648286,0.0,-0.35249814411961783,-0.19291022174170488,-1.1691267875710494,-0.4098750849311718,0.0,0.0,0.0,0.8053651194920786,-0.9665830369795984,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.599579370078069
337,-0.8893985167477688,0.9959298624878296,-0.6645296986547001,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-1.301987088992619,0.0,-0.05356839748444563,0.0,0.0,1.982134964798824,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,-0.559379703609901,0.0,-0.35249814411961783,-0.19291022174170488,0.7602894154850084,-0.4098750849311718,0.0,1.0,0.0,-0.8190590163385942,-0.6013370648470837,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,6.9456931971337
116,-0.9164137535713724,0.9908658127243926,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,1.268882950153854,1.0,0.7331941189565587,0.0,0.0,0.9340931352389518,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,0.08591768552506986,0.0,2.9142936601685645,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,0.05334453192182224,-0.16645885502374147,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,7.308583333658755
229,-0.3075593384742091,0.3632506087078877,-0.6465412450050507,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,-0.3379108243126916,1.0,-0.05356839748444563,0.0,0.0,1.4272892903259502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,0.4006193679110901,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,0.2775581392253447,0.7338498546226404,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,7.534088595521333
99,1.7395572205029468,1.498714457433689,0.6564028498111937,1.9272043812443655,1.21637511636102,1.1499590165902691,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,0.947524195260545,1.0,-0.35224986210866466,1.0,0.0,-0.05229917493504505,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,1.1253559288039623,0.40697697765626223,0.0,-0.35249814411961783,-0.19291022174170488,1.302925622317273,-0.4098750849311718,0.0,0.0,0.0,0.08111914158842708,-0.9809753261990276,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.380150423740702
427,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,1.268882950153854,1.0,0.8742209733957916,0.0,0.0,-0.11394869432091985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,-0.20335355788026188,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,-0.30087032197402885,-0.4681097540964169,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.296286666312914
28,-0.36829021194900974,0.30462726541724605,-0.6690609435296895,-0.4090329055057807,-0.4522855472547795,0.9667991324851511,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,1.5902417050471631,1.0,-1.2800392329889014,0.0,0.0,-1.346939082038416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,-1.6274581407988182,0.0,-0.35249814411961783,-0.19291022174170488,-1.1691267875710494,-0.4098750849311718,0.0,0.0,0.0,0.874462952234274,0.034194562549360326,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.377711315347668
169,-0.00911786463743311,1.084433727781951,-0.2501101559727118,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,1.268882950153854,1.0,1.118261499304184,1.0,0.0,0.07099986383670456,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.9473738059958928,0.0,-0.35249814411961783,-0.19291022174170488,-1.4805184199790682,-0.4098750849311718,0.0,0.0,0.0,0.6125779841435115,-0.7008847012370769,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,8.059602284294114
86,-0.03322328138824586,1.0222502835599632,-0.5412777801604606,-0.4090329055057807,-0.4522855472547795,0.6384820691820874,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.6592695792060008,0.0,1.2254000342052265,0.0,0.0,0.6258455383095778,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.04475227785703656,-0.4994353526443309,-0.11434702144785212,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,-1.810057651352728,-0.6013370648470837,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.441813620833151
37,1.2460271653783146,0.9079058979883552,0.01875050377324742,-0.4090329055057807,-0.4522855472547795,1.0628471898273628,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,0.3048066854739267,1.0,0.7331941189565587,0.0,0.0,0.6874950576954526,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,-0.4994353526443309,0.5659172212855654,0.0,-0.35249814411961783,-0.19291022174170488,1.8301160829502487,-0.4098750849311718,0.0,0.0,0.0,0.4211951808641717,-2.083620844315039,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.336833967814336
219,-0.781069414813766,-0.2399380975358637,-0.6429694630885499,-0.4090329055057807,-0.4522855472547795,0.4744221194645875,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,0.947524195260545,1.0,-0.05356839748444563,0.0,0.0,-1.7168361983536646,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,-0.661101459532655,0.0,-0.35249814411961783,-0.19291022174170488,-0.2444922150349068,-0.4098750849311718,0.0,0.0,0.0,-0.07586349782013478,-0.6013370648470837,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.1767667424323935
325,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,1.268882950153854,1.0,-0.35224986210866466,1.0,0.0,-1.5318876401960404,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.7216786600422824,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,-0.3606883052242972,0.17052568935119358,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,7.279458728634889
191,0.2089245660367928,-1.142158201533439,-0.21289238031098176,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,1.268882950153854,1.0,0.3968054531042224,0.0,0.0,1.0573921740107015,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.5659172212855654,0.0,-0.35249814411961783,-0.19291022174170488,0.5992269290069816,2.6574522603773865,1.0,1.0,0.0,0.011063267463567443,-0.8672063424094248,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,7.417728957875498
411,-0.8665010635851822,0.9955431664952232,-0.6663405437028903,-0.4090329055057807,-0.4522855472547795,0.6384820691820874,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.98062833409931,1.0,0.8742209733957916,0.0,0.0,1.0573921740107015,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,0.7439302941503849,0.0,-0.35249814411961783,-0.19291022174170488,1.064730898547946,-0.4098750849311718,0.0,1.0,0.0,-0.28735125920432325,1.4731749878347735,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.13926208671332
133,-0.6533244219812363,-1.142158201533439,-0.5869553429211782,1.0170340381483791,1.21637511636102,0.6384820691820874,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.01655206941938245,1.0,-1.2800392329889014,0.0,0.0,0.13264938322257935,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.5086987335790163,0.0,-0.35249814411961783,-0.19291022174170488,1.0362837108014338,-0.4098750849311718,0.0,0.0,0.0,0.48106679584746,-0.7684050430365533,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.3278650003838255
53,0.19906045796837,0.4618296909824,2.7593597672299404,2.554035417026319,1.21637511636102,1.049306988868164,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,0.947524195260545,0.0,1.7333533913735344,1.0,0.0,0.13264938322257935,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.04475227785703656,-0.4994353526443309,0.1844606365752378,0.0,-0.35249814411961783,-0.19291022174170488,1.0362837108014338,-0.4098750849311718,0.0,0.0,0.0,-0.22666560169773695,1.3924761796970866,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,7.390713424935359
452,-0.569561880209492,-1.142158201533439,0.4473473398791356,2.540770783327829,2.192479031004742,0.8391303743319072,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,0.6261654403672359,0.0,-0.35224986210866466,1.0,0.0,-0.977041965723167,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.04475227785703656,-0.4994353526443309,-0.9408362883202286,0.0,-0.35249814411961783,-0.19291022174170488,0.7807702628534071,-0.4098750849311718,0.0,0.0,0.0,-1.4212487966628968,-1.2890085442818715,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.345659829589911
232,1.7820273016134678,1.3014825911930827,0.6224531974516985,-0.4090329055057807,-0.4522855472547795,0.8707576538616291,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.6592695792060008,0.0,-2.2078286038691384,1.0,0.0,1.1190416933965759,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,0.7820759526214177,0.0,-0.35249814411961783,-0.19291022174170488,1.271574891372448,2.7116586108918606,1.0,0.0,0.0,-0.7411723207767204,-0.7008847012370769,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,7.053009248682726
27,1.2930578993347903,-0.0698626752207131,-0.508322865461032,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,-0.6592695792060008,0.0,0.3968054531042224,0.0,0.0,1.982134964798824,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,0.4387650263821229,0.0,-0.35249814411961783,-0.19291022174170488,0.013913839952952242,-0.4098750849311718,0.0,1.0,0.0,-0.8580719158011755,-0.9394170265074544,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,7.333603203958129
30,-0.5586055585100358,1.0041322307531937,-0.6261194290648525,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.3379108243126916,1.0,0.1904721284239469,0.0,0.0,-1.7168361983536646,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,-0.2478568260964668,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,-0.5454487876294405,-1.9973803978239344,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.57958698814579
164,-0.8960654866210384,-0.92142956398047,-0.31023462038858163,-0.4090329055057807,-0.4522855472547795,0.8026208726224764,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-1.6233458438859285,1.0,0.3968054531042224,0.0,0.0,-0.7920934075655427,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.286691197821805,-0.4994353526443309,-1.5638820433470968,0.0,-0.35249814411961783,-0.19291022174170488,0.11646411492254083,-0.4098750849311718,0.0,0.0,0.0,1.3919063182182576,0.034194562549360326,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,6.855039657046782
345,-0.7639147680216569,-1.142158201533439,-0.6864064260265839,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,0.0,1.0,1.5902417050471631,1.0,0.7331941189565587,0.0,0.0,-0.3605467718644191,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,-1.6083853115633018,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,0.116369341735546,0.09149541274718152,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.42781156436533
48,2.7070622958769928,0.8637050902289817,3.1251424935983416,-0.4090329055057807,-0.4522855472547795,1.0033142724364008,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.98062833409931,1.0,0.7331941189565587,1.0,0.0,1.5505883290976998,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,0.7820759526214177,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,1.0,1.0,-0.7332347051314336,-0.4763553643635589,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,8.957490633572807
435,-0.8860861894798001,-0.700700926427501,-0.6609145961148106,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,-0.01655206941938245,0.0,1.3245948239844592,0.0,0.0,-0.7920934075655427,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.04475227785703656,1.1253559288039623,-0.5975253620809338,0.0,-0.35249814411961783,-0.19291022174170488,-1.1691267875710494,-0.4098750849311718,0.0,0.0,0.0,2.0101634592843083,0.7807051861760261,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.430010383969467
66,-0.7695913452653935,-1.142158201533439,-0.6519150199065645,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,-1.6233458438859285,1.0,-2.2078286038691384,0.0,0.0,-0.8537429269514175,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,-0.8709025811233352,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,1.6347160905112117,1.0,0.0,0.0,0.14110472777099636,-0.360867866057721,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.59208546490803
89,-0.6149870237494032,-1.142158201533439,-0.5140376229642211,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,1.5902417050471631,1.0,0.8742209733957916,1.0,0.0,-0.42219629125029373,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.04475227785703656,-0.4994353526443309,0.4896259043434999,0.0,-0.35249814411961783,-0.19291022174170488,-1.4805184199790682,-0.4098750849311718,0.0,0.0,0.0,-0.8379296862850261,-0.9394170265074544,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.759294893066473
379,2.645122416583111,0.99824022892764,3.2155640600905095,-0.4090329055057807,-0.4522855472547795,0.8026208726224764,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.6261654403672359,1.0,0.3968054531042224,1.0,0.0,0.07099986383670456,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,-1.315935263285384,0.0,-0.35249814411961783,-0.19291022174170488,0.11646411492254083,-0.4098750849311718,0.0,0.0,1.0,-1.3700865686264223,1.1488306444261909,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,8.058008213743106
125,-0.7361329830537228,-0.7923115881767115,-0.6024976942397448,2.8436426034781266,2.88503577997682,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.6261654403672359,1.0,-0.35224986210866466,0.0,0.0,-0.42219629125029373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.17174541708489355,0.0,-0.35249814411961783,-0.19291022174170488,1.1811191381902801,-0.4098750849311718,0.0,0.0,0.0,-0.725145360638772,-0.9394170265074544,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.397890883737801
459,1.4701906197654109,1.2656364395428128,-0.1196357063358189,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,0.6261654403672359,0.0,0.1904721284239469,0.0,0.0,0.7491445770813274,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.1971866421077315,-0.4994353526443309,-1.4939483361502035,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,1.0,0.0,0.058994383291868034,-0.7827294141853748,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.748872163603049
353,1.5624939181441349,1.293234225141513,-0.012467691888474977,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-1.6233458438859285,0.0,0.3968054531042224,0.0,0.0,2.2287330423423226,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,0.7057846356793521,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,1.0,0.0,-0.014327226807393225,1.7957217942774009,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,7.435198693108543
262,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,-0.01655206941938245,1.0,-0.35224986210866466,0.0,0.0,-0.23724773309266944,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.08591768552506986,0.0,-0.35249814411961783,-0.19291022174170488,-0.9481909083451984,-0.4098750849311718,0.0,0.0,0.0,0.05334453192182224,1.1243228730542023,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,7.606316635584754
302,-0.7927181682203138,1.2458127027567445,0.505419308284528,-0.4090329055057807,2.192479031004742,1.0628471898273628,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,0.947524195260545,1.0,0.1904721284239469,1.0,0.0,-0.8537429269514175,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,-0.4994353526443309,-0.4830883866678354,0.0,-0.35249814411961783,-0.19291022174170488,1.2388896922184207,-0.4098750849311718,0.0,0.0,0.0,-2.024389376774102,-1.6657433859247988,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.001142974102659
268,-0.4605572291878467,-1.142158201533439,-0.3426891514426699,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,1.268882950153854,0.0,-0.7373172424562897,1.0,0.0,0.07099986383670456,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.04475227785703656,-0.4994353526443309,0.08591768552506986,0.0,2.9142936601685645,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,0.05334453192182224,-0.34987196156878314,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.517784255767097
20,-0.6387271505743899,-1.142158201533439,0.15114076872375315,-0.4090329055057807,-0.4522855472547795,0.759441746621429,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,2.2329592148337816,1.0,1.4169429639284028,1.0,0.0,-0.8537429269514175,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.286691197821805,-0.4994353526443309,-0.8073264836716139,0.0,-0.35249814411961783,-0.19291022174170488,0.7602894154850084,-0.4098750849311718,0.0,0.0,0.0,-0.5548262622584081,-0.6013370648470837,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,6.731604526010091
223,0.4639395911862936,0.8109862843274759,-0.4953422691588831,-0.4090329055057807,-0.4522855472547795,0.6384820691820874,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-1.6233458438859285,1.0,0.8742209733957916,0.0,0.0,-0.11394869432091985,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,3.2732131720785014,-0.6038829718261058,0.0,-0.35249814411961783,-0.19291022174170488,0.3253054723609712,-0.4098750849311718,0.0,0.0,0.0,1.758342672722029,-0.375752228340968,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.3129807637594055
285,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.3379108243126916,1.0,-0.05356839748444563,0.0,1.0,-1.5318876401960404,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,-0.3559361917643929,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,-0.5175127139313858,-1.1539992004168842,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.463404069013259
137,-0.781069414813766,-1.142158201533439,-0.6736060074101314,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-1.301987088992619,1.0,-0.35224986210866466,0.0,0.0,-0.6071448494079182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.286691197821805,-0.4994353526443309,1.3733336589224254,0.0,2.9142936601685645,-0.19291022174170488,-1.4805184199790682,-0.4098750849311718,0.0,0.0,0.0,0.4778778527633316,-2.053731915846629,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,8.00666082869587
161,2.023476897744103,1.4663649658323274,1.3222913491112218,-0.4090329055057807,-0.4522855472547795,1.0349457809117233,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-0.3379108243126916,1.0,0.8742209733957916,0.0,0.0,1.180691212782451,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.1971866421077315,-0.4994353526443309,0.4578378556176392,0.0,-0.35249814411961783,-0.19291022174170488,0.8201628082328324,-0.4098750849311718,0.0,1.0,0.0,-2.025224527392285,-1.5013377771761145,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.271353000929713
437,-0.32512787613402105,-0.3253651842012629,-0.6367393691909919,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.6261654403672359,1.0,-0.35224986210866466,0.0,0.0,-1.5318876401960404,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,-0.6229558010616222,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,0.09939763565415187,-0.7799934900392194,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.488808041979302
62,1.4320517804963002,1.2493198319366643,-0.14432205814197327,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-1.301987088992619,1.0,0.7331941189565587,0.0,0.0,1.4272892903259502,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,-1.5384516043664085,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,1.0,0.0,1.596899468242862,-0.1819944231056364,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.597351868099297
487,-0.7554762925452057,-1.142158201533439,-0.4665428166296683,2.1331876555903317,2.88503577997682,0.759441746621429,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,-0.01655206941938245,1.0,0.1904721284239469,1.0,0.0,-0.3605467718644191,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,1.1253559288039623,0.6422085382276309,0.0,-0.35249814411961783,-0.19291022174170488,1.2276780148335018,-0.4098750849311718,0.0,0.0,0.0,-1.8700370667588528,-1.5639331727213333,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.4598347206652065
393,-0.9164137535713724,0.9908658127243926,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.3379108243126916,1.0,0.3968054531042224,0.0,0.0,-0.05229917493504505,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,1.1253559288039623,0.08591768552506986,0.0,-0.35249814411961783,-0.19291022174170488,-1.1691267875710494,-0.4098750849311718,0.0,0.0,0.0,0.05334453192182224,-0.6787635386232126,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,7.766233251461036
436,0.15043106267498568,-1.142158201533439,-0.27568093666002785,-0.4090329055057807,-0.4522855472547795,0.759441746621429,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.3379108243126916,1.0,-1.2800392329889014,0.0,0.0,0.3175979413802037,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,1.1253559288039623,0.44512263612729497,0.0,-0.35249814411961783,-0.19291022174170488,0.5731910030879527,2.582969253489583,1.0,0.0,0.0,-0.13188261171110224,-0.4405615746195015,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.562418385810817
